Username;Project Name;Timestamp;# of Components;# of Batteries;# of Resistors;# of Capacitors;# of Inductors;# of Voltmeters;# of Switches;Avg Voltage;Avg Current;Avg Resistance;Avg Power;# of Views;# of Comments;Avg Comment Length
realistic_replacement;mellow-rebel-starling-of-admiration;2019-02-10 09:51:25;385;100;88;68;21;29;79;31.19754795155422;53.65678427990017;0.6436314611986571;1669.7343125914344;1;3;50.05315366205294
ObviousReading;acoustic-ultra-mole-of-reputation;2019-02-20 17:21:43;428;98;86;99;68;32;45;88.89814802601244;28.087022179734955;3.020949164942255;2492.9487016194466;8;2;4.854524945837724
RecentEmployer;dangerous-gorgeous-oarfish-from-ganymede;2019-02-16 07:31:02;345;53;8;8;97;91;88;1682.686188325771;75.95927760632365;22.119243267433074;127817.35465182811;5;3;56.32760076861503
HelpfulChurch;elite-vague-chamois-of-radiance;2019-02-21 11:16:45;392;41;94;82;42;59;74;5312.797970924407;97.54465949845465;54.415783759403766;518235.35270043527;6;0;20.324748047758945
inner_introduction;purring-blue-grasshopper-of-cubism;2019-02-12 07:48:58;222;20;19;55;28;13;87;5118.817798958105;73.35023875880913;69.79603383566538;375464.0403497174;10;2;58.34901640206343
odd_pollution;loutish-arboreal-sunfish-of-strength;2019-02-06 20:37:23;286;18;42;91;14;34;87;2614.456197483172;45.77134659688288;57.179950834982016;119668.8777391335;6;2;30.421668201746154
afraid_obligation;steadfast-eccentric-piculet-of-lightning;2019-02-28 07:35:30;204;43;18;40;41;58;4;5861.698042319267;93.07524003810043;63.0044182570937;545576.1852583415;7;1;27.258542915876372
aggressive_chocolate;misty-lilac-pelican-of-refinement;2019-02-22 15:16:17;258;3;49;21;58;83;44;4958.595154082112;62.15589759749034;79.70299175572548;308202.3642041602;5;1;31.453985474675317
intelligent_collection;cryptic-versed-wallaby-of-endurance;2019-02-27 08:07:43;336;39;96;76;21;52;52;6108.527762829974;81.43213251864367;75.07478103934953;497433.4278923117;51;3;0.06727778272305196
PoorPlayer;vehement-funky-sawfly-from-atlantis;2019-02-10 13:15:02;288;73;82;14;4;37;78;654.5207606802226;34.33194333891984;19.02377760536108;22472.385578853267;5;3;48.983268968409085
severe_heart;honest-nice-ladybug-of-psychology;2019-02-21 13:22:30;315;51;91;41;3;43;86;3363.5807105240024;45.51249589656234;73.9865696286973;153081.0761159512;6;1;46.090023798251586
SubstantialAdministration;spry-urban-muskrat-of-certainty;2019-02-13 22:15:24;344;37;79;35;88;22;83;4922.129551381267;63.30188240570074;77.69538300483762;311578.7911907297;4;1;16.289222604781973
FinancialPhysics;auspicious-adaptable-ostrich-of-strength;2019-02-21 11:31:36;330;26;1;76;79;76;72;395.3914690855331;4.689729116100294;84.1571675822325;1853.0380638649742;8;1;43.580005944361865
DistinctAd;pristine-mule-of-excellent-certainty;2019-02-19 06:48:48;236;18;25;4;35;80;74;5216.495323486112;56.49204119036065;92.32144148378482;294691.8410284508;6;1;63.70477102520451
embarrassed_problem;vague-skunk-of-interesting-democracy;2019-02-17 09:29:40;325;66;28;43;50;88;50;4986.665511813167;51.71997140243798;96.34357488938421;257908.2514106906;4;0;57.31677440760874
recent_perspective;sloppy-bold-dalmatian-of-brotherhood;2019-02-27 11:49:33;227;46;21;35;32;56;37;142.29507715661126;1.5708522272108505;92.68250619449165;224.15103792961295;2;1;85.18102315359273
hot_baseball;romantic-psychedelic-chamois-of-action;2019-02-24 03:50:12;279;9;22;60;58;57;73;923.4393546949341;31.12948925086417;29.509304399298088;28747.084905121574;9;3;30.154913974625195
FinancialPhysics;big-glittering-jackrabbit-from-shambhala;2019-02-10 21:19:01;296;58;5;68;65;59;41;1097.1699534923118;31.08142429298476;35.45726598731911;34104.61236682567;8;2;72.30752162673568
PregnantObligation;holistic-augmented-octopus-of-karma;2019-02-11 01:27:00;307;10;28;40;44;95;90;211.66661256021135;65.18129084918563;3.2865985633235284;13792.254302958387;7;1;64.60889660029184
interesting_office;amazing-ambitious-rhino-of-art;2019-02-17 08:47:34;298;94;19;71;33;34;47;6472.249498888356;90.73031918722319;71.34158663538767;587226.522012329;4;0;10.984727049167553
rare_phone;impetuous-sincere-jaguar-of-popularity;2019-02-25 18:20:15;368;89;50;72;73;65;19;460.590620052352;30.08019331481081;15.355183202831146;13853.102064338607;9;2;31.05647607911085
obvious_suggestion;hilarious-wonderful-nuthatch-of-tact;2019-02-18 03:06:29;173;20;21;26;38;19;49;343.9480209092949;8.561439848111462;39.91101230798345;2942.1941619949594;4;1;60.03741531758814
EasternCombination;whispering-sly-snake-of-inspiration;2019-02-08 13:53:04;256;0;5;80;44;93;34;3205.5418392986353;49.48702659724178;64.74767071211205;158637.72949525889;9;0;9.538040847548658
TinyTheory;gleaming-onyx-polecat-of-advance;2019-02-20 17:57:59;311;14;91;64;26;92;24;82.27823682197061;3.3269847162316735;23.44545258499312;273.4263966466355;4;0;52.882125096654995
unable_complaint;loose-boisterous-gibbon-from-saturn;2019-02-16 01:36:56;233;69;18;35;1;73;37;394.1687396791306;38.069815330199454;10.32277208829493;15008.98185496213;8;2;68.49844274475201
AvailableLab;uppish-intelligent-stingray-of-greatness;2019-02-17 23:15:12;326;73;72;94;3;1;83;1078.938622458015;57.299245748239514;18.914575951829484;61823.60866235026;6;3;18.9312275426081
HungryGuest;realistic-pink-shrew-of-diversity;2019-02-16 04:30:19;262;23;33;1;100;51;54;2152.1444487005533;26.533007693272726;81.02722504516437;57102.455008816214;6;1;80.1942013683893
WillingWoman;dangerous-muscular-tuatara-of-maturity;2019-02-14 16:33:42;245;87;11;2;60;78;7;653.618597961045;7.777925238965944;83.51096001217576;5085.346661363051;6;2;48.71112294943131
severe_heart;mighty-smiling-bullfrog-of-symmetry;2019-02-24 23:20:47;338;91;7;98;50;77;15;9068.411468923483;97.76633481593993;92.76843672756738;886586.2189968333;1;0;25.33176976790137
RecentAgency;enormous-gregarious-jaybird-of-holiness;2019-02-23 00:51:43;314;40;86;5;38;85;60;1902.8443814116565;72.17268451473797;26.345239502478325;137330.9293472516;10;2;36.20840031648397
PureImportance;striped-shark-of-unnatural-innovation;2019-02-15 12:58:03;227;11;79;2;90;22;23;2135.0088739122184;57.79211588947833;36.89810699536603;123383.60790151967;2;3;97.21099347682038
FormerReflection;hulking-sepia-caracal-of-endeavor;2019-02-27 03:36:03;275;36;36;41;90;9;63;2395.078364991877;72.03192193207335;33.18966102032955;172518.94323447288;94;2;55.86653043562272
CriticalInformation;mindful-naughty-seagull-of-infinity;2019-02-25 07:22:01;343;87;52;93;5;92;14;4277.414987585744;53.28414192924976;80.32170049042129;227917.64151988074;7;0;45.42053378671568
rare_comparison;determined-moth-of-regular-chivalry;2019-02-27 12:35:27;234;43;42;56;41;50;2;8991.882325063072;95.71633747822631;93.96813612329623;860666.7527612264;84;0;46.18532037895115
historical_height;large-amethyst-emu-from-uranus;2019-02-19 23:43:33;458;85;84;80;89;57;63;418.5339794714115;8.503686658599541;48.849545122480784;3563.3590945072224;6;2;91.47401681636389
TerribleMarketing;liberal-truthful-jackal-of-eternity;2019-02-13 08:16:26;418;89;57;78;61;86;47;1150.1412113873998;83.70957450794624;13.784802907707993;96276.80560289965;3;0;72.72091913436596
latter_requirement;industrious-laughing-bison-of-karma;2019-02-06 09:58:58;209;2;40;32;21;61;53;1513.6316448370737;39.810158110110805;38.08211371803397;60261.532701050535;10;1;94.54467273499615
CuriousFamily;fortunate-xanthic-stoat-of-freedom;2019-02-27 05:09:08;421;71;47;86;61;100;56;1910.4900849491535;93.58943960555509;20.464373781011957;178803.69267442153;10;2;24.18706150647123
terrible_relationship;remarkable-giga-curassow-of-karma;2019-02-16 22:43:26;481;78;90;84;80;58;91;1358.6594092295845;55.68230564371619;24.385704625782843;75648.61288023899;7;2;32.33140629475155
VisibleHotel;sparkling-hot-bulldog-of-modernism;2019-02-26 02:45:35;183;80;27;13;18;25;20;1298.8337481326341;15.82843748197168;81.8252953401308;20561.629020072152;6;2;1.6135170465584325
WonderfulIndependence;successful-masked-cicada-from-sirius;2019-02-15 10:57:02;302;39;94;44;51;31;43;1112.6903517491255;38.31972950716329;29.13336033120999;42640.76993470263;3;0;50.67165369658784
AngryDifference;pragmatic-fascinating-pronghorn-of-upgrade;2019-02-18 02:38:00;285;47;52;91;30;19;46;514.2305557102794;95.7877334220029;5.419676772327319;49259.06301711833;7;1;56.56962312898287
AnxiousVillage;alluring-unnatural-collie-from-camelot;2019-02-11 20:31:20;346;56;44;73;93;1;79;8898.082613820385;98.17068783608407;90.66492747596033;873532.8535102191;2;0;76.6437481658546
impressive_camera;annoying-camouflaged-myna-of-felicity;2019-02-10 15:14:22;320;69;28;4;83;76;60;849.1456621254553;55.42499127660787;15.243643960465059;47068.04500972242;2;3;80.53269287928944
KnownEntry;prompt-aardwolf-of-major-blizzard;2019-02-15 20:03:27;334;39;30;75;92;45;53;4667.489210088971;53.92591374666297;86.61229130673915;251694.0543373628;10;3;92.3161854103101
CulturalAirport;hysterical-umber-honeybee-from-shambhala;2019-02-11 21:00:37;315;37;51;70;50;94;13;2803.6449639191587;41.27170235032298;67.99301141452584;115715.28813327281;5;2;30.394913799589308
StrictSoup;wise-diamond-turaco-of-action;2019-02-11 11:42:53;462;73;88;74;68;99;60;105.36933150981194;10.95597084045654;9.481471264769459;1155.394037002712;4;1;72.35381414330104
traditional_honey;tall-precious-husky-of-efficiency;2019-02-24 14:06:58;367;59;80;5;60;90;73;372.612213020344;10.20225753052263;36.805871981435914;3805.955601283604;6;3;54.59375927258001
significant_examination;laughing-maroon-cow-of-influence;2019-02-11 22:25:09;150;15;6;21;27;29;52;282.26781368096425;3.980010767135833;71.74004718339482;1122.279306426907;6;2;30.843064194525127
NervousNation;slick-tourmaline-cougar-of-advertising;2019-02-16 11:10:43;296;42;82;3;54;78;37;2181.1773626752297;25.719024887823792;84.79850732280448;56093.70328310627;7;3;57.17561529734997
sufficient_anxiety;noisy-gorgeous-tarsier-from-sirius;2019-02-27 19:57:28;369;43;52;92;56;27;99;289.6751245864331;18.71262749217013;15.334078256172656;5416.8557043209885;6;3;67.94773677251698
AsleepIndependence;tactful-private-marmot-of-enhancement;2019-02-13 09:50:49;293;14;69;45;100;35;30;6130.432663167859;74.98644158757979;81.78181160595798;459695.98635903525;57;3;69.24864679289708
intelligent_collection;outstanding-scarlet-gaur-of-admiration;2019-02-18 22:22:30;306;9;35;75;54;59;74;3571.4527698272227;46.83743219432836;76.3087934882915;167279.84158351814;9;0;23.328200377659492
impressive_strategy;sociable-amethyst-cormorant-of-blizzard;2019-02-16 15:20:08;349;29;18;88;75;45;94;4996.4836094024395;79.26467746402712;63.0278078933434;396049.526469701;2;0;6.514177234770068
StrongAssumption;romantic-pretty-chameleon-of-engineering;2019-02-08 02:28:05;304;62;56;12;88;28;58;2212.315895454762;25.604882041591935;86.25198053707604;56648.9839484652;34;2;57.52283509736894
aware_orange;valiant-unnatural-toad-of-focus;2019-02-20 01:22:47;264;51;15;58;37;3;100;2774.514468215617;56.9404049665307;48.642897011059375;157986.01506127056;2;1;97.07771418423837
anxious_population;fanatic-chirpy-mosquito-of-courtesy;2019-02-05 18:09:44;360;31;86;76;52;41;74;4226.142428337146;84.03489897204156;50.30194954999011;355144.61521055887;0;3;77.07986514290923
AcceptableAssignment;remarkable-wealthy-oarfish-of-elevation;2019-02-27 13:18:32;408;64;64;78;97;17;88;1845.5041823407087;20.753707278206125;88.94383970437647;38299.2033785941;6;1;23.377801673338993
realistic_uncle;dark-unique-otter-of-tempering;2019-02-25 18:38:03;286;25;82;17;96;11;55;4323.257823537016;89.92035975725192;48.05155179752643;388752.375459119;3;2;22.1871932990916
recent_perspective;nostalgic-obedient-binturong-of-acceptance;2019-02-07 09:41:07;435;92;46;65;48;91;93;4190.453906952703;70.24947920236274;59.70868515407929;294373.54237718234;8;0;69.34641098898395
UnhappyRestaurant;rational-notorious-buffalo-of-shopping;2019-02-19 07:02:26;335;27;52;55;88;91;22;3183.3815571272144;86.85542181590988;36.647523920589656;276495.3729056639;0;1;1.0579340963529305
substantial_contribution;gigantic-lurking-mole-of-debate;2019-02-11 12:05:19;232;41;61;31;0;36;63;183.43256484643499;11.207092178758538;16.612171706844737;2054.6051151196116;9;0;2.1020505633558395
anxious_debt;successful-sapphire-ermine-of-expression;2019-02-05 23:08:59;381;97;30;48;74;38;94;64.98265532418206;13.884839493719737;4.59069077033366;901.8617498485563;8;0;79.39985903970228
TypicalMemory;crafty-married-dragon-of-drizzle;2019-02-25 20:36:01;409;19;54;83;82;91;80;4440.666694164621;46.90285412594447;94.69783279879107;208275.1988316805;68;1;76.41001483782624
difficult_way;didactic-attentive-oyster-of-reward;2019-02-27 22:22:23;349;1;97;27;77;74;73;2580.7002656469413;48.86561207490101;52.882217375149274;126111.32357077797;5;3;0.36168292117904066
strong_area;crouching-refreshing-tortoise-of-fortitude;2019-02-10 19:33:28;284;99;17;75;21;61;11;2298.560321074927;86.80159045537599;26.536231962304214;199518.7770124053;2;3;98.08804036338591
RemarkableWinner;jolly-bright-bettong-of-philosophy;2019-02-06 08:22:27;260;14;62;31;40;77;36;2555.4987026307886;45.517949696087626;56.157197547675;116318.75670100811;8;3;44.28561230835886
RemarkableDrawing;daffy-private-turtle-of-variation;2019-02-24 14:07:51;360;45;18;59;89;88;61;3022.9008321015017;82.96676762020576;36.41835546974962;250796.78798253892;6;0;86.99687787400023
desperate_selection;jolly-bee-of-unearthly-fascination;2019-02-13 06:24:29;346;99;53;34;42;36;82;5.882458492606588;2.8671735387028163;2.932588850780682;16.179900039963968;4;1;56.83906726925599
SevereInitiative;provocative-sponge-of-interesting-tenacity;2019-02-14 05:33:49;281;27;73;36;72;10;63;4297.182463150042;68.01183960399361;63.18276538354139;292259.1246530754;67;3;46.232530966110104
mental_speech;functional-pink-doberman-of-discussion;2019-02-27 18:31:35;150;85;10;4;16;14;21;643.4604949562314;69.08264668088681;9.262845165874012;44447.465817001575;10;1;33.83858692177378
unable_complaint;magnificent-versatile-stingray-of-feminism;2019-02-16 20:16:52;344;72;87;63;42;79;1;4478.769789423447;58.12521132032911;77.0979217666877;260328.70051654713;1;2;14.260761187502258
ImportantLady;deft-benevolent-cormorant-of-elevation;2019-02-24 02:02:07;238;31;50;85;41;5;26;5611.279317630697;92.75849904739181;60.45302921691832;520489.9730008937;82;3;74.33521701378938
sorry_competition;venomous-premium-groundhog-of-joviality;2019-02-26 01:18:35;342;30;58;24;55;93;82;1284.9793632700787;98.53333144717136;13.032218364225601;126614.3718544822;5;2;43.141807396627904
immediate_sister;frisky-crimson-orangutan-of-assurance;2019-02-22 05:33:55;355;69;50;51;34;61;90;1261.742679185465;15.394656988471311;82.05898348728914;19422.346891100886;8;1;19.32870657723702
civil_desk;melodic-rebel-python-of-competition;2019-02-17 16:22:34;422;94;69;92;25;68;74;2643.299193111798;29.110036937608253;90.90734742474706;76949.22062207764;9;3;49.3759338952439
basic_tennis;ubiquitous-literate-wasp-of-bliss;2019-02-21 12:05:42;267;87;11;36;80;42;11;3235.812807279053;70.45720594811368;45.91121718379523;227984.1841395852;0;2;84.12068069521075
former_recognition;observant-stereotyped-ocelot-of-mathematics;2019-02-08 09:47:44;164;7;37;19;30;20;51;6653.777354178634;71.78344348160373;92.7024250072024;477633.6234922683;10;3;84.88453486962722
AnxiousStudent;towering-eggplant-wapiti-of-satiation;2019-02-17 06:41:34;265;47;3;46;99;18;52;50.28745099746645;0.7849502619948989;69.56038626867583;35.984151952580724;3;2;12.252553115200982
numerous_teaching;warping-melodic-firefly-of-temperance;2019-02-14 11:52:25;199;2;2;94;32;21;48;7239.838976800633;82.06714798607543;88.18699425864813;594151.0603456802;7;1;68.64984930560227
powerful_union;obedient-boisterous-macaw-of-imagination;2019-02-19 01:54:31;422;82;78;74;95;46;47;1185.4072821636237;53.976416445943;22.028350441688016;63981.05729820315;3;0;89.56011901511367
pleasant_historian;hypersonic-beige-nightingale-of-tranquility;2019-02-19 12:24:52;241;28;63;30;39;9;72;7488.266237025368;81.32970036767438;92.07704051528121;609021.2201753932;8;0;91.52625016879878
HotCustomer;able-camel-of-ideal-sufficiency;2019-02-25 02:21:26;260;49;96;60;1;44;10;934.0893495762306;79.59637316074338;11.69521559801291;74350.16299396877;4;3;58.55236367228007
weak_location;fine-evasive-earthworm-of-inquire;2019-02-16 07:33:34;288;91;10;53;99;6;29;2343.4871189674;46.44737402832164;50.480620361037964;108847.02771468894;2;2;38.8628616892162
RemarkableLeadership;foamy-crystal-albatross-of-superiority;2019-02-11 10:47:59;257;97;38;32;25;58;7;268.9504523296428;3.2885033554229115;80.83886914099537;882.5260846304885;3;1;75.52594674734692
southern_security;nice-omniscient-kiwi-of-renovation;2019-02-28 13:54:50;328;45;36;15;60;73;99;86.31321420998162;14.620944067246121;5.917263808162332;1262.8781929991455;10;0;86.95353500306139
huge_desk;glorious-practical-cormorant-of-revolution;2019-02-11 01:39:46;446;59;69;94;87;56;81;8778.975671917224;91.79921740091935;95.58482919663999;805898.8578993451;91;2;28.743458858646108
HistoricalPhone;literate-cream-shark-of-devotion;2019-02-27 17:56:00;356;21;84;78;82;64;27;1466.945590008194;65.96298834675994;22.303108520861016;96760.99632226951;10;2;90.98838572725691
DifferentSir;efficient-sloppy-quoll-of-purring;2019-02-27 04:52:26;254;75;25;4;85;35;30;5108.193732903661;93.20792616344598;54.78657072416324;476125.67763494706;2;0;31.607515780018723
